"MovieTitle","MovieID","MovieURL","ReleaseYear","IMDBRating","NumberOfUsersRated","DurationMins","ReleaseDate","Genre1","Genre2","Genre3","NumIMDBUserReviews","NumIMDBCriticReviews","DirectorName","DirectorID","DirectorURL","Star1Name","Star1ID","Star1URL","Star2Name","Star2ID","Star2URL","Star3Name","Star3ID","Star3URL","BoxOfficeBudget","BoxOfficeBudgetCurr","BoxOfficeOpeningWeekend","BoxOfficeOpeningWeekendCurr","BoxOfficeGross","BoxOfficeGrossCurr","NumberOfOscars"
"The Hurt Locker","tt0887912","http://www.imdb.com/title/tt0887912/","2008","7.6","308535","131"," 31 July 2009
(USA)
","Drama","History","Thriller","308535","385","Kathryn Bigelow",NA,NA,"Jeremy Renner","nm0719637","/name/nm0719637/","Anthony Mackie","nm1107001","/name/nm1107001/","Brian Geraghty","nm1310016","/name/nm1310016/","15000000","USD","145352","USD","15700000","USD","6"
"Duplicity","tt1135487","http://www.imdb.com/title/tt1135487/","2009","6.2","40628","125"," 20 March 2009
(USA)
","Crime","Romance","Thriller","40628","210","Tony Gilroy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60000000","USD","
    Opening Weekend:         £796,244        

      (UK)
      (20 March 2009)
    ",NA,"40559930","USD","1"
"Vampire Killers","tt1020885","http://www.imdb.com/title/tt1020885/","2009","5.2","16671","86"," 20 March 2009
(UK)
","Action","Comedy","Horror","16671",NA,"Stewart Williams","/name/nm2013358","/name/nm2013358/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         £648,634        

      (UK)
      (20 March 2009)
    ",NA,"
    Gross:        £1,581,373        

      (UK)
      (3 April 2009)
    ",NA,"
    See more »
  ","NA","0"
"Me and Orson Welles","tt1175506","http://www.imdb.com/title/tt1175506/","2008","6.8","8894","114"," 18 December 2009
(USA)
","Drama",NA,NA,"8894","158","Robert Kaplow","/name/nm0313012","/name/nm0313012/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25000000","USD","63638","USD","1186957","USD","1"
"Observe and Report","tt1197628","http://www.imdb.com/title/tt1197628/","2009","5.8","50792","86"," 10 April 2009
(USA)
","Comedy","Crime","Drama","50792","188","Jody Hill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18000000","USD","11017334","USD","23993605","USD","0"
"Women in Trouble","tt1247704","http://www.imdb.com/title/tt1247704/","2009","5.8","5040","92"," 28 July 2011
(Germany)
","Comedy","Drama",NA,"5040","40","Sebastian Gutierrez","/name/nm0349406","/name/nm0349406/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"Drag Me to Hell","tt1127180","http://www.imdb.com/title/tt1127180/","2009","6.6","150143","99"," 29 May 2009
(USA)
","Horror",NA,NA,"150143","395","Sam Raimi",NA,NA,"Alison Lohman","nm0517844","/name/nm0517844/","Justin Long","nm0519043","/name/nm0519043/","Ruth Livier","nm0515207","/name/nm0515207/","30000000","USD","
    Opening Weekend:         £1,907,731        

      (UK)
      (29 May 2009)
    ",NA,"42057340","USD","0"
"Winnebago Man","tt1396557","http://www.imdb.com/title/tt1396557/","2009","7.2","3869","85"," 14 March 2009
(USA)
","Documentary","Biography","Comedy","3869","62","Malcolm Pullinger","/name/nm2403032","/name/nm2403032/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $16,649        

      (USA)
      (9 July 2010)
    ",NA,"
    Gross:        $178,174        

      (USA)
      (15 October 2010)
    ",NA,"
    See more »
  ","NA","0"
"Pontypool","tt1226681","http://www.imdb.com/title/tt1226681/","2008","6.7","20614","93"," 18 September 2009
(Turkey)
","Horror",NA,NA,"20614","176","Tony Burgess","/name/nm2997229","/name/nm2997229/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $1,541        

      (USA)
      (29 May 2009)
    ",NA,"
    Gross:        $3,478        

      (USA)
      (5 June 2009)
    ",NA,"
    See more »
  ","NA","0"
"Race to Witch Mountain","tt1075417","http://www.imdb.com/title/tt1075417/","2009","5.7","40543","98"," 13 March 2009
(USA)
","Action","Adventure","Family","40543","166","Andy Fickman",NA,NA,"Dwayne Johnson","nm0425005","/name/nm0425005/","Carla Gugino","nm0001303","/name/nm0001303/","AnnaSophia Robb","nm1455681","/name/nm1455681/","65000000","USD","24402214","USD","
    Gross:        £2,545,316        

      (UK)
      (24 July 2009)
    ","NA","0"
"The Edge of Love","tt0819714","http://www.imdb.com/title/tt0819714/","2008","6.3","12942","110"," 20 June 2008
(UK)
","Biography","Drama","Romance","12942","88","Sharman Macdonald",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         £180,837        

      (UK)
      (20 June 2008)
    ",NA,"
    Gross:        $28,635        

      (USA)
      (3 April 2009)
    ",NA,"
    See more »
  ","NA","0"
"Miss March","tt1151922","http://www.imdb.com/title/tt1151922/","2009","5.1","17575","90"," 13 March 2009
(USA)
","Comedy","Romance",NA,"17575","76","Zach Cregger","/name/nm1199107","/name/nm1199107/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6000000","USD","2409156","USD","4542775","USD","0"
"The Last House on the Left","tt0844708","http://www.imdb.com/title/tt0844708/","2009","6.6","63823","110"," 13 March 2009
(USA)
","Horror","Thriller",NA,"63823","237","Dennis Iliadis","/name/nm1531934","/name/nm1531934/","Garret Dillahunt","nm0226813","/name/nm0226813/","Monica Potter","nm0005321","/name/nm0005321/","Tony Goldwyn","nm0001282","/name/nm0001282/","15000000","USD","14118685","USD","
    Gross:        £880,716        

      (UK)
      (19 June 2009)
    ","NA","0"
"Fast & Furious","tt1013752","http://www.imdb.com/title/tt1013752/","2009","6.6","187593","107"," 3 April 2009
(USA)
","Action","Crime","Drama","187593","223","Justin Lin",NA,NA,"Vin Diesel","nm0004874","/name/nm0004874/","Paul Walker","nm0908094","/name/nm0908094/","Michelle Rodriguez","nm0735442","/name/nm0735442/","85000000","USD","70950500","USD","155022220","USD","0"
"Angus, Thongs and Perfect Snogging","tt0963743","http://www.imdb.com/title/tt0963743/","2008","6.4","18540","100"," 25 July 2008
(UK)
","Comedy","Drama",NA,"18540",NA,"Gurinder Chadha","/name/nm0149446","/name/nm0149446/","Georgia Groome","nm2102872","/name/nm2102872/","Aaron Taylor-Johnson","nm1093951","/name/nm1093951/","Karen Taylor","nm1131627","/name/nm1131627/","
    Opening Weekend:         £929,246        

      (UK)
      (25 July 2008)
    ",NA,"
    Gross:        £5,024,597        

      (UK)
      (15 August 2008)
    ",NA,"
    See more »
  ","NA","0"
"Knowing","tt0448011","http://www.imdb.com/title/tt0448011/","2009","6.2","178895","121"," 20 March 2009
(USA)
","Drama","Mystery","Sci-Fi","178895","276","Alex Proyas",NA,NA,"Nicolas Cage","nm0000115","/name/nm0000115/","Chandler Canterbury","nm2425105","/name/nm2425105/","Rose Byrne","nm0126284","/name/nm0126284/","50000000","USD","24604751","USD","79948113","USD","0"
"Horsemen","tt0892767","http://www.imdb.com/title/tt0892767/","2009","5.6","17909","90"," 6 February 2009
(Italy)
","Crime","Drama","Mystery","17909",NA,"Jonas Åkerlund",NA,NA,"Dennis Quaid","nm0000598","/name/nm0000598/","Ziyi Zhang","nm0955471","/name/nm0955471/","Lou Taylor Pucci","nm1086384","/name/nm1086384/","20000000","USD","
    See more »
  ",NA,"","NA","0"
"Watchmen","tt0409459","http://www.imdb.com/title/tt0409459/","2009","7.6","360151","162"," 6 March 2009
(USA)
","Action","Mystery","Sci-Fi","360151","444","Zack Snyder",NA,NA,"Jackie Earle Haley","nm0355097","/name/nm0355097/","Patrick Wilson","nm0933940","/name/nm0933940/","Carla Gugino","nm0001303","/name/nm0001303/","130000000","USD","
    Opening Weekend:         £3,243,001        

      (UK)
      (6 March 2009)
    ",NA,"107503316","USD","0"
"Personal Effects","tt1138489","http://www.imdb.com/title/tt1138489/","2009","6.3","6797","106"," 27 March 2009
(Taiwan)
","Drama",NA,NA,"6797",NA,"David Hollander","/name/nm0600528","/name/nm0600528/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"Jonas Brothers: The 3D Concert Experience","tt1229827","http://www.imdb.com/title/tt1229827/","2009","2.1","17117","76"," 27 February 2009
(USA)
","Documentary","Music",NA,"17117","60","Nick Jonas","/name/nm2679917","/name/nm2679917/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $12,510,374        

      (USA)
      (27 February 2009)
    ",NA,"
    Gross:        £223,027        

      (UK)
      (5 June 2009)
    ",NA,"
    See more »
  ","NA","0"
"Echelon Conspiracy","tt1124039","http://www.imdb.com/title/tt1124039/","2009","5.8","16547","105"," 27 February 2009
(USA)
","Action","Crime","Mystery","16547","37","Michael Nitsberg","/name/nm0253106","/name/nm0253106/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $500,154        

      (USA)
      (27 February 2009)
    ",NA,"
    Gross:        $500,154        

      (USA)
      (27 February 2009)
    ",NA,"
    See more »
  ","NA","0"
"Street Fighter: The Legend of Chun-Li","tt0891592","http://www.imdb.com/title/tt0891592/","2009","3.7","19294","96"," 27 February 2009
(USA)
","Action","Crime","Thriller","19294","103","Justin Marks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50000000","USD","4721110","USD","8742261","USD","0"
"Crossing Over","tt0924129","http://www.imdb.com/title/tt0924129/","2009","6.8","19026","113"," 26 February 2009
(Bahrain)
","Drama",NA,NA,"19026","107","Wayne Kramer",NA,NA,"Harrison Ford","nm0000148","/name/nm0000148/","Ashley Judd","nm0000171","/name/nm0000171/","Ray Liotta","nm0000501","/name/nm0000501/","19000000","USD","77370","USD","454149","USD","0"
"Strictly Sexual","tt0494277","http://www.imdb.com/title/tt0494277/","2008","6.5","4397","100"," 24 February 2009
(USA)
","Comedy","Drama","Romance","4397",NA,"Stevie Long",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"Fired Up!","tt1083456","http://www.imdb.com/title/tt1083456/","2009","6.2","35591","90"," 20 February 2009
(USA)
","Comedy",NA,NA,"35591","87","Will Gluck",NA,NA,"Eric Christian Olsen","nm0647638","/name/nm0647638/","Nicholas D'Agosto","nm0194900","/name/nm0194900/","Sarah Roemer","nm2105255","/name/nm2105255/","20000000","USD","5483778","USD","
    Gross:        £30,691        

      (UK)
      (10 July 2009)
    ","NA","0"
"In the Electric Mist","tt0910905","http://www.imdb.com/title/tt0910905/","2009","6.1","12882","117"," 15 April 2009
(France)
","Crime","Drama","Mystery","12882",NA,"Jerzy Kromolowski","/name/nm1400959","/name/nm1400959/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Production Co:
        
Ithaca Pictures,        
Little Bear,        
TF1 International      
        See more »
      
    ",NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"","NA","0"
"Madea Goes to Jail","tt1142800","http://www.imdb.com/title/tt1142800/","2009","4.1","9307","103"," 20 February 2009
(USA)
","Comedy","Crime","Drama","9307","44","Tyler Perry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        $90,485,233        

      (USA)
      (17 April 2009)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"Frequently Asked Questions About Time Travel","tt0910554","http://www.imdb.com/title/tt0910554/","2009","7.1","24942","83"," 24 April 2009
(UK)
","Comedy","Sci-Fi",NA,"24942",NA,"Jamie Mathieson","/name/nm2471028","/name/nm2471028/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Production Co:
        
BBC Films,        
Dog Lamp Films,        
HBO Films      
        See more »
      
    ",NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"","NA","0"
"The International","tt0963178","http://www.imdb.com/title/tt0963178/","2009","6.5","78103","118"," 13 February 2009
(USA)
","Action","Crime","Drama","78103","244","Tom Tykwer",NA,NA,"Clive Owen","nm0654110","/name/nm0654110/","Naomi Watts","nm0915208","/name/nm0915208/","Armin Mueller-Stahl","nm0000090","/name/nm0000090/","50000000","USD","10702613","USD","25450527","USD","0"
"Friday the 13th","tt0758746","http://www.imdb.com/title/tt0758746/","2009","5.6","71289","97"," 13 February 2009
(USA)
","Horror",NA,NA,"71289","310","Marcus Nispel",NA,NA,"Jared Padalecki","nm0655585","/name/nm0655585/","Amanda Righetti","nm1119462","/name/nm1119462/","Derek Mears","nm0575216","/name/nm0575216/","19000000","USD","
    Opening Weekend:         £1,198,653        

      (UK)
      (13 February 2009)
    ",NA,"64997188","USD","0"
"Gifted Hands: The Ben Carson Story","tt1295085","http://www.imdb.com/title/tt1295085/",NA,"7.8","5386","86"," 7 February 2009
(USA)
","Biography","Drama",NA,"5386",NA,"John Pielmeier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","4"
"The Objective","tt0962711","http://www.imdb.com/title/tt0962711/","2008","5.6","6570","90"," 24 April 2008
(Morocco)
","Horror","Sci-Fi","Thriller","6570","39","Daniel Myrick","/name/nm1844853","/name/nm1844853/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4000000","USD","95","USD","95","USD","0"
"Babysitter Wanted","tt0819755","http://www.imdb.com/title/tt0819755/","2008","5.5","5809","93"," 6 February 2009
(USA)
","Horror","Thriller",NA,"5809",NA,"Jonas Barnes","/name/nm1396586","/name/nm1396586/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Production Co:
        
Big Screen Entertainment Group      
        See more »
      
    ",NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"","NA","0"
"The Pink Panther 2","tt0838232","http://www.imdb.com/title/tt0838232/","2009","5.5","30842","92"," 6 February 2009
(USA)
","Adventure","Comedy","Crime","30842","127","Scott Neustadter","/name/nm2352210","/name/nm2352210/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70000000","USD","11588150","USD","35922978","USD","0"
"He's Just Not That Into You","tt1001508","http://www.imdb.com/title/tt1001508/","2009","6.4","125049","129"," 6 February 2009
(USA)
","Comedy","Drama","Romance","125049","160","Ken Kwapis",NA,NA,"Jennifer Aniston","nm0000098","/name/nm0000098/","Jennifer Connelly","nm0000124","/name/nm0000124/","Morgan Lily","nm2079681","/name/nm2079681/","40000000","USD","
    Opening Weekend:         £1,913,542        

      (UK)
      (6 February 2009)
    ",NA,"93952276","USD","0"
"Fanboys","tt0489049","http://www.imdb.com/title/tt0489049/","2009","6.6","48289","90"," 13 February 2009
(Iceland)
","Adventure","Comedy","Drama","48289","129","Kyle Newman",NA,NA,"Dan Fogler","nm0283945","/name/nm0283945/","Jay Baruchel","nm0059431","/name/nm0059431/","Kristen Bell","nm0068338","/name/nm0068338/","3900000","USD","171533","USD","685484","USD","0"
"Coraline","tt0327597","http://www.imdb.com/title/tt0327597/","2009","7.7","133831","100"," 6 February 2009
(USA)
","Animation","Fantasy",NA,"133831","305","Henry Selick","/name/nm0783139","/name/nm0783139/","Dakota Fanning","nm0266824","/name/nm0266824/","Teri Hatcher","nm0000159","/name/nm0000159/","John Hodgman","nm1894655","/name/nm1894655/","60000000","USD","16849646","USD","
    Gross:        £7,244,992        

      (UK)
      (26 June 2009)
    ","NA","1"
"Confessions of a Shopaholic","tt1093908","http://www.imdb.com/title/tt1093908/","2009","5.8","59299","104"," 13 February 2009
(USA)
","Comedy","Romance",NA,"59299","164","P.J. Hogan","/name/nm0389591","/name/nm0389591/","Isla Fisher","nm0279545","/name/nm0279545/","Hugh Dancy","nm0199215","/name/nm0199215/","Krysten Ritter","nm1269983","/name/nm1269983/","
    Opening Weekend:         $17,809,053        

      (USA)
      (13 February 2009)
    ",NA,"
    Gross:        $44,268,860        

      (USA)
      (22 May 2009)
    ",NA,"
    See more »
  ","NA","0"
"Private Valentine: Blonde & Dangerous","tt1034320","http://www.imdb.com/title/tt1034320/","2008","4.2","3132","98"," 7 November 2008
(Bulgaria)
","Adventure","Comedy","Drama","3132",NA,"April Blair","/name/nm2797005","/name/nm2797005/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"The Color of Magic","tt1079959","http://www.imdb.com/title/tt1079959/",NA,"7.1","7237","137",NA,"Adventure","Comedy","Family","7237",NA,"Family","/name/nm0000276","/name/nm0000276/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Production Co:
        
RHI Entertainment,        
Mob Film Company, The      
        See more »
      
    ",NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"","NA","0"
"New in Town","tt1095174","http://www.imdb.com/title/tt1095174/","2009","5.5","16580","97"," 30 January 2009
(USA)
","Comedy","Romance",NA,"16580","121","Ken Rance","/name/nm0709408","/name/nm0709408/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8000000","USD","6741530","USD","16699684","USD","0"
"Taken","tt0936501","http://www.imdb.com/title/tt0936501/","2008","7.9","458251","93"," 30 January 2009
(USA)
","Action","Thriller",NA,"458251","305","Pierre Morel","/name/nm0603628","/name/nm0603628/","Liam Neeson","nm0000553","/name/nm0000553/","Maggie Grace","nm1192254","/name/nm1192254/","Famke Janssen","nm0000463","/name/nm0000463/","25000000","USD","
    Opening Weekend:         £1,165,986        

      (UK)
      (26 September 2008)
    ",NA,"145000989","USD","0"
"The Uninvited","tt0815245","http://www.imdb.com/title/tt0815245/","2009","6.4","57459","87"," 30 January 2009
(USA)
","Drama","Horror","Mystery","57459","190","Charles Guard","/name/nm0345307","/name/nm0345307/","Emily Browning","nm0115161","/name/nm0115161/","Arielle Kebbel","nm0444223","/name/nm0444223/","Elizabeth Banks","nm0006969","/name/nm0006969/","
    Opening Weekend:         $10,325,824        

      (USA)
      (30 January 2009)
    ",NA,"
    Gross:        £927,501        

      (UK)
      (8 May 2009)
    ",NA,"
    See more »
  ","NA","0"
"Push","tt0465580","http://www.imdb.com/title/tt0465580/","2009","6.1","86860","111"," 6 February 2009
(USA)
","Action","Sci-Fi","Thriller","86860","165","Paul McGuigan",NA,NA,"Camilla Belle","nm0004741","/name/nm0004741/","Dakota Fanning","nm0266824","/name/nm0266824/","Chris Evans","nm0262635","/name/nm0262635/","38000000","USD","10079109","USD","31806100","USD","0"
"Afro Samurai: Resurrection","tt1265998","http://www.imdb.com/title/tt1265998/",NA,"7.3","6362","101"," 25 January 2009
(USA)
","Animation","Action","Adventure","6362",NA,"Adventure","/name/nm1818154","/name/nm1818154/",NA,"/title/tt1265998/releaseinfo","/title/tt1265998/releaseinfo",NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","1"
"Wuthering Heights","tt1238834","http://www.imdb.com/title/tt1238834/",NA,"7.7","5518","142",NA,"Drama","Romance",NA,"5518",NA,"Tom Hardy","/name/nm2731660","/name/nm2731660/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Production Co:
        
Mammoth Screen      
        See more »
      
    ",NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"","NA","0"
"A Short Stay in Switzerland","tt1273813","http://www.imdb.com/title/tt1273813/",NA,"7.6","444","90"," 25 January 2009
(UK)
","Biography","Drama","Romance","444",NA,"Frank McGuinness","/name/nm0570128","/name/nm0570128/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,NA,NA,NA,"NA","0"
"Ink","tt1071804","http://www.imdb.com/title/tt1071804/","2009","7.0","17760","107"," 23 January 2009
(USA)
","Action","Fantasy",NA,"17760",NA,"Jamin Winans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Production Co:
        
Double Edge Films      
        See more »
      
    ",NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"","NA","0"
"Killshot","tt0443559","http://www.imdb.com/title/tt0443559/","2008","6.1","18084","95"," 13 November 2008
(Israel)
","Crime","Drama","Thriller","18084",NA,"Hossein Amini","/name/nm0001465","/name/nm0001465/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $10,741        

      (USA)
      (23 January 2009)
    ",NA,"
    Gross:        $17,007        

      (USA)
      (30 January 2009)
    ",NA,"
    See more »
  ","NA","0"
"Outlander","tt0462465","http://www.imdb.com/title/tt0462465/","2008","6.3","61872","115"," 11 July 2008
(Latvia)
","Action","Adventure","Sci-Fi","61872","113","Howard McCain",NA,NA,"Jim Caviezel","nm0001029","/name/nm0001029/","Sophia Myles","nm0617009","/name/nm0617009/","Ron Perlman","nm0000579","/name/nm0000579/","50000000","USD","59581","USD","160641","USD","0"
"Moon","tt1182345","http://www.imdb.com/title/tt1182345/","2009","8.0","240597","97"," 10 July 2009
(USA)
","Drama","Sci-Fi",NA,"240597","406","Duncan Jones","/name/nm1512910","/name/nm1512910/","Sam Rockwell","nm0005377","/name/nm0005377/","Kevin Spacey","nm0000228","/name/nm0000228/","Dominique McElligott","nm1069800","/name/nm1069800/","5000000","USD","136046","USD","5009677","USD","1"
"Underworld: Rise of the Lycans","tt0834001","http://www.imdb.com/title/tt0834001/","2009","6.6","112168","92"," 23 January 2009
(USA)
","Action","Adventure","Fantasy","112168","163","Patrick Tatopoulos",NA,NA,"Rhona Mitra","nm0593961","/name/nm0593961/","Michael Sheen","nm0790688","/name/nm0790688/","Bill Nighy","nm0631490","/name/nm0631490/","35000000","USD","
    Opening Weekend:         £990,285        

      (UK)
      (23 January 2009)
    ",NA,"45802315","USD","0"
"In the Loop","tt1226774","http://www.imdb.com/title/tt1226774/","2009","7.5","42068","106"," 4 September 2009
(USA)
","Comedy",NA,NA,"42068","185","Armando Iannucci",NA,NA,"Tom Hollander","nm0390903","/name/nm0390903/","Peter Capaldi","nm0134922","/name/nm0134922/","James Gandolfini","nm0001254","/name/nm0001254/","
      Budget:        £612,650        

      (estimated)
      ",NA,"
    Opening Weekend:         £468,954        

      (UK)
      (17 April 2009)
    ",NA,"2384044","USD","1"
"The Informers","tt0865554","http://www.imdb.com/title/tt0865554/","2008","5.1","14015","98"," 24 April 2009
(USA)
","Crime","Drama","Thriller","14015","96","Gregor Jordan",NA,NA,"Billy Bob Thornton","nm0000671","/name/nm0000671/","Kim Basinger","nm0000107","/name/nm0000107/","Mickey Rourke","nm0000620","/name/nm0000620/","18000000","USD","
    See more »
  ",NA,"","NA","0"
"Shrink","tt1247692","http://www.imdb.com/title/tt1247692/","2009","6.7","15516","104"," 6 August 2009
(Greece)
","Comedy","Drama",NA,"15516","61","Thomas Moffett","/name/nm2659289","/name/nm2659289/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5100000","USD","16443","USD","189332","USD","0"
"Prayers for Bobby","tt1073510","http://www.imdb.com/title/tt1073510/",NA,"8.1","10872","90"," 24 January 2009
(USA)
","Biography","Drama",NA,"10872",NA,"Katie Ford","/name/nm0007494","/name/nm0007494/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Production Co:
        
Daniel Sladek Entertainment,        
Once Upon a Time Films,        
Permut Presentations      
        See more »
      
    ",NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"","NA","1"
"Lost: Destiny Calls","tt1371697","http://www.imdb.com/title/tt1371697/",NA,"7.8","154","42"," 21 January 2009
(USA)
","Drama",NA,NA,"154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Technical Specs",NA,"
    Color:
        Color
    ",NA,"full technical specs","NA","0"
"Adam","tt1185836","http://www.imdb.com/title/tt1185836/","2009","7.2","27758","99"," 28 August 2009
(USA)
","Drama","Romance",NA,"27758","121","Max Mayer","/name/nm0562470","/name/nm0562470/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $68,377        

      (USA)
      (31 July 2009)
    ",NA,"
    Gross:        $2,277,396        

      (USA)
      (13 November 2009)
    ",NA,"
    See more »
  ","NA","0"
"Amusement","tt0476958","http://www.imdb.com/title/tt0476958/","2008","5.2","8728","85"," 9 October 2008
(Thailand)
","Horror","Thriller",NA,"8728",NA,"Jake Wade Wall","/name/nm0908411","/name/nm0908411/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6000000","USD","
    See more »
  ",NA,"","NA","0"
"The Girlfriend Experience","tt1103982","http://www.imdb.com/title/tt1103982/","2009","5.5","13115","77"," 8 July 2009
(France)
","Drama",NA,NA,"13115","169","Steven Soderbergh",NA,NA,"Sasha Grey","nm2340248","/name/nm2340248/","Chris Santos","nm0764020","/name/nm0764020/","Philip Eytan","nm3554675","/name/nm3554675/","1700000","USD","204112","USD","695417","USD","0"
"Five Minutes of Heaven","tt1238291","http://www.imdb.com/title/tt1238291/","2009","6.7","10328","89"," 27 February 2009
(Ireland)
","Drama",NA,NA,"10328","85","Guy Hibbert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $5,364        

      (USA)
      (21 August 2009)
    ",NA,"
    Gross:        $13,217        

      (USA)
      (28 August 2009)
    ",NA,"
    See more »
  ","NA","0"
"The Messenger","tt0790712","http://www.imdb.com/title/tt0790712/","2009","7.2","28524","113"," 4 December 2009
(USA)
","Drama","Romance","War","28524","215","Oren Moverman",NA,NA,"Ben Foster","nm0004936","/name/nm0004936/","Samantha Morton","nm0608090","/name/nm0608090/","Woody Harrelson","nm0000437","/name/nm0000437/","6500000","USD","44523","USD","1108684","USD","2"
"Bronson","tt1172570","http://www.imdb.com/title/tt1172570/","2008","7.1","74272","92"," 13 March 2009
(UK)
","Action","Biography","Crime","74272","220","Nicolas Winding Refn",NA,NA,"Tom Hardy","nm0362766","/name/nm0362766/","Kelly Adams","nm1433549","/name/nm1433549/","Luing Andrews","nm1568589","/name/nm1568589/","
    Gross:        $104,792        

      (USA)
      (25 December 2009)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"Adventureland","tt1091722","http://www.imdb.com/title/tt1091722/","2009","6.8","123898","107"," 3 April 2009
(USA)
","Comedy","Drama","Romance","123898","244","Greg Mottola",NA,NA,"Jesse Eisenberg","nm0251986","/name/nm0251986/","Kristen Stewart","nm0829576","/name/nm0829576/","Ryan Reynolds","nm0005351","/name/nm0005351/","
    Opening Weekend:         $5,722,039        

      (USA)
      (3 April 2009)
    ",NA,"
    Gross:        £489,686        

      (UK)
      (18 September 2009)
    ",NA,"
    See more »
  ","NA","0"
"The Powerpuff Girls Rule!!!","tt1353183","http://www.imdb.com/title/tt1353183/",NA,"8.1","109","21"," 19 January 2009
(USA)
","Animation",NA,NA,"109",NA,"Craig McCracken","/name/nm0566833","/name/nm0566833/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Technical Specs",NA,"
      Runtime: 
        21 min
    ","NA","0"
"Endgame","tt1217616","http://www.imdb.com/title/tt1217616/","2009","6.3","2307","109"," 18 January 2009
(USA)
","Drama","History",NA,"2307","19","Robert Harvey","/name/nm5960921","/name/nm5960921/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $1,608        

      (USA)
      (6 November 2009)
    ",NA,"
    Gross:        $9,645        

      (USA)
      (15 January 2010)
    ",NA,"
    See more »
  ","NA","1"
